買賣租管;ㄇㄞㄇㄞㄗㄨㄍㄨㄢ;maimaizuguan
臉部美容;ㄌ一ㄢㄅㄨㄇㄟㄖㄨㄥ;lianbumeirong
多個地區;ㄉㄨㄛㄍㄜㄉ一ㄑㄩ,ㄉㄨㄛㄍㄜㄉㄜㄑㄩ;duogedequ,duogediqu
種睫毛;ㄓㄨㄥㄐ一ㄝㄇㄠ;zhongjiemao
日式負離子燙;ㄖㄕㄈㄨㄌ一ㄗㄊㄤ;rishifulizitang
養生足浴;一ㄤㄕㄥㄗㄨㄩ;yangshengzuyu
綺麗花坊;ㄑ一ㄌ一ㄏㄨㄚㄈㄤ;qilihuafang
老人卡;ㄌㄠㄖㄣㄎㄚ,ㄌㄠㄖㄣㄑ一ㄚ;laorenka,laorenqia
龍宮;ㄌㄨㄥㄍㄨㄥ;longgong
潘昭仰醫師;ㄆㄢㄓㄠ一ㄤ一ㄕ;panzhaoyangyishi
鄭君平律師;ㄓㄥㄐㄩㄣㄆ一ㄥㄌㄩㄕ;zhengjunpinglvshi
王仁樑博士教授音樂;ㄨㄤㄖㄣㄌ一ㄤㄅㄛㄕㄐ一ㄠㄕㄡ一ㄣㄌㄜ,ㄨㄤㄖㄣㄌ一ㄤㄅㄛㄕㄐ一ㄠㄕㄡ一ㄣㄩㄝ;wangrenliangboshijiaoshouyinle,wangrenliangboshijiaoshouyinyue
聯盟商務系統;ㄌ一ㄢㄇㄥㄕㄤㄨㄒ一ㄊㄨㄥ;lianmengshangwuxitong
歡欣牙科植牙中心─陳建和牙醫博士;ㄏㄨㄢㄒ一ㄣ一ㄚㄎㄜㄓ一ㄚㄓㄨㄥㄒ一ㄣ─ㄔㄣㄐ一ㄢㄏㄨㄛ一ㄚ一ㄅㄛㄕ,ㄏㄨㄢㄒ一ㄣ一ㄚㄎㄜㄓ一ㄚㄓㄨㄥㄒ一ㄣ─ㄔㄣㄐ一ㄢㄏㄢ一ㄚ一ㄅㄛㄕ,ㄏㄨㄢㄒ一ㄣ一ㄚㄎㄜㄓ一ㄚㄓㄨㄥㄒ一ㄣ─ㄔㄣㄐ一ㄢㄏㄜ一ㄚ一ㄅㄛㄕ;huanxinyakezhiyazhongxin─chenjianhuoyayiboshi,huanxinyakezhiyazhongxin─chenjianhanyayiboshi,huanxinyakezhiyazhongxin─chenjianheyayiboshi
國美水電木工工程;ㄍㄨㄛㄇㄟㄕㄨㄟㄉ一ㄢㄇㄨㄍㄨㄥㄍㄨㄥㄔㄥ;guomeishuidianmugonggongcheng
易拆洗;一ㄔㄞㄒ一;yichaixi
美國亨廷頓不孕醫療集團─中文專線;ㄇㄟㄍㄨㄛㄏㄥㄊ一ㄥㄉㄨㄣㄅㄨㄩㄣ一ㄌ一ㄠㄐ一ㄊㄨㄢ─ㄓㄨㄥㄨㄣㄓㄨㄢㄒ一ㄢ;meiguohengtingdunbuyunyiliaojituan─zhongwenzhuanxian
路德會沐恩華人教會;ㄌㄨㄉㄜㄏㄨㄟㄇㄨㄣㄏㄨㄚㄖㄣㄐ一ㄠㄏㄨㄟ,ㄌㄨㄉㄜㄏㄨㄟㄇㄨㄣㄏㄨㄚㄖㄣㄐ一ㄠㄎㄨㄞ,ㄌㄨㄉㄜㄎㄨㄞㄇㄨㄣㄏㄨㄚㄖㄣㄐ一ㄠㄏㄨㄟ,ㄌㄨㄉㄜㄎㄨㄞㄇㄨㄣㄏㄨㄚㄖㄣㄐ一ㄠㄎㄨㄞ;ludekuaimuenhuarenjiaokuai,ludekuaimuenhuarenjiaohui,ludehuimuenhuarenjiaokuai,ludehuimuenhuarenjiaohui
節能減碳;ㄐ一ㄝㄋㄥㄐ一ㄢㄊㄢ;jienengjiantan
素食批發;ㄙㄨㄕㄆ一ㄈㄚ,ㄙㄨㄙㄆ一ㄈㄚ;sushipifa,susipifa
尼加拉瓜總領事館;ㄋ一ㄐ一ㄚㄌㄚㄍㄨㄚㄗㄨㄥㄌ一ㄥㄕㄍㄨㄢ;nijialaguazonglingshiguan
學歷證書;ㄒㄩㄝㄌ一ㄓㄥㄕㄨ;xuelizhengshu
住宅油漆;ㄓㄨㄓㄞ一ㄡㄑ一;zhuzhaiyouqi
微晶石;ㄨㄟㄐ一ㄥㄉㄢ,ㄨㄟㄐ一ㄥㄕ;weijingshi,weijingdan
學習障礙;ㄒㄩㄝㄒ一ㄓㄤㄞ;xuexizhangai
排煙測定中心;ㄅㄟ一ㄢㄘㄜㄉ一ㄥㄓㄨㄥㄒ一ㄣ,ㄆㄞ一ㄢㄘㄜㄉ一ㄥㄓㄨㄥㄒ一ㄣ;paiyancedingzhongxin,beiyancedingzhongxin
油漆粉刷;一ㄡㄑ一ㄈㄣㄕㄨㄚ;youqifenshua
新亞生活網;ㄒ一ㄣ一ㄚㄕㄥㄏㄨㄛㄨㄤ;xinyashenghuowang
天津火鍋;ㄊ一ㄢㄐ一ㄣㄏㄨㄛㄍㄨㄛ;tianjinhuoguo
選擇性別;ㄒㄩㄢㄓㄞㄒ一ㄥㄅ一ㄝ,ㄒㄩㄢㄗㄜㄒ一ㄥㄅ一ㄝ;xuanzexingbie,xuanzhaixingbie
堂食菜單;ㄊㄤㄕㄘㄞㄉㄢ,ㄊㄤㄕㄘㄞㄔㄢ,ㄊㄤㄕㄘㄞㄕㄢ,ㄊㄤㄙㄘㄞㄉㄢ,ㄊㄤㄙㄘㄞㄔㄢ,ㄊㄤㄙㄘㄞㄕㄢ;tangshicaishan,tangshicaidan,tangshicaichan,tangsicaishan,tangsicaidan,tangsicaichan
潛水旅遊;ㄑ一ㄢㄕㄨㄟㄌㄩ一ㄡ;qianshuilvyou
護膚保濕;ㄏㄨㄈㄨㄅㄠㄕ;hufubaoshi
廣告設計燈飾;ㄍㄨㄤㄍㄠㄕㄜㄐ一ㄉㄥㄕ;guanggaoshejidengshi
幸運餅家;ㄒ一ㄥㄩㄣㄅ一ㄥㄐ一ㄚ;xingyunbingjia
展示廳;ㄓㄢㄕㄊ一ㄥ;zhanshiting
洛杉磯農夫市集;ㄌㄨㄛㄕㄚㄐ一ㄋㄨㄥㄈㄨㄕㄐ一,ㄌㄨㄛㄕㄢㄐ一ㄋㄨㄥㄈㄨㄕㄐ一;luoshajinongfushiji,luoshanjinongfushiji
QQ卡;QQㄎㄚ,QQㄑ一ㄚ;QQka,QQqia
制勝顧問;ㄓㄕㄥㄍㄨㄨㄣ;zhishengguwen
加州頭痛疼痛治療中心;ㄐ一ㄚㄓㄡㄊㄡㄊㄨㄥㄊㄥㄊㄨㄥㄓㄌ一ㄠㄓㄨㄥㄒ一ㄣ;jiazhoutoutongtengtongzhiliaozhongxin
宮保王;ㄍㄨㄥㄅㄠㄨㄤ;gongbaowang
大型灶;ㄉㄚㄒ一ㄥㄗㄠ,ㄉㄞㄒ一ㄥㄗㄠ;daixingzao,daxingzao
辦公室裝潢;ㄅㄢㄍㄨㄥㄕㄓㄨㄤㄏㄨㄤ;bangongshizhuanghuang
普濟電話服務中心;ㄆㄨㄐ一ㄉ一ㄢㄏㄨㄚㄈㄨㄨㄓㄨㄥㄒ一ㄣ,ㄆㄨㄐ一ㄉ一ㄢㄏㄨㄚㄅ一ㄨㄓㄨㄥㄒ一ㄣ;pujidianhuabiwuzhongxin,pujidianhuafuwuzhongxin
發音教學;ㄈㄚ一ㄣㄐ一ㄠㄒㄩㄝ;fayinjiaoxue
轉換爐頭;ㄓㄨㄢㄏㄨㄢㄌㄨㄊㄡ;zhuanhuanlutou
吉祥專業搬運;ㄐ一ㄒ一ㄤㄓㄨㄢ一ㄝㄅㄢㄩㄣ;jixiangzhuanyebanyun
發展遲緩;ㄈㄚㄓㄢㄔㄏㄨㄢ;fazhanchihuan
易經教育基金會;一ㄐ一ㄥㄐ一ㄠㄩㄐ一ㄐ一ㄣㄏㄨㄟ,一ㄐ一ㄥㄐ一ㄠㄩㄐ一ㄐ一ㄣㄎㄨㄞ;yijingjiaoyujijinkuai,yijingjiaoyujijinhui
雪櫃門閂;ㄒㄩㄝㄍㄨㄟㄇㄣㄕㄨㄢ;xueguimenshuan
海底撈火鍋;ㄏㄞㄉ一ㄌㄠㄏㄨㄛㄍㄨㄛ,ㄏㄞㄉㄜㄌㄠㄏㄨㄛㄍㄨㄛ;haidelaohuoguo,haidilaohuoguo
巨峰葡萄;ㄐㄩㄈㄥㄅㄟㄊㄠ,ㄐㄩㄈㄥㄆㄨㄊㄠ;jufengbeitao,jufengputao
螺絲起子;ㄌㄨㄛㄙㄑ一ㄗ;luosiqizi
活膚面膜;ㄏㄨㄛㄈㄨㄇ一ㄢㄇㄛ;huofumianmo
公司結束;ㄍㄨㄥㄙㄐ一ㄝㄕㄨ;gongsijieshu
GPS地圖更新;GPSㄉ一ㄊㄨㄍㄥㄒ一ㄣ,GPSㄉㄜㄊㄨㄍㄥㄒ一ㄣ;GPSdetugengxin,GPSditugengxin
魔術等娛樂;ㄇㄛㄕㄨㄉㄥㄩㄌㄜ,ㄇㄛㄕㄨㄉㄥㄩㄩㄝ;moshudengyule,moshudengyuyue
拓奇實達;ㄊㄚㄑ一ㄕㄉㄚ,ㄊㄚㄐ一ㄕㄉㄚ,ㄊㄨㄛㄑ一ㄕㄉㄚ,ㄊㄨㄛㄐ一ㄕㄉㄚ;tuoqishida,tuojishida,taqishida,tajishida
金華珠寶金行;ㄐ一ㄣㄏㄨㄚㄓㄨㄅㄠㄐ一ㄣㄒ一ㄥ,ㄐ一ㄣㄏㄨㄚㄓㄨㄅㄠㄐ一ㄣㄏㄤ;jinhuazhubaojinxing,jinhuazhubaojinhang
夜間咳嗽;一ㄝㄐ一ㄢㄎㄜㄙㄡ,一ㄝㄐ一ㄢㄏㄞㄙㄡ;yejianhaisou,yejiankesou
打擊樂;ㄉㄚㄐ一ㄌㄜ,ㄉㄚㄐ一ㄩㄝ;dajile,dajiyue
室內整修;ㄕㄋㄟㄓㄥㄒ一ㄡ;shineizhengxiu
風水產品;ㄈㄥㄕㄨㄟㄔㄢㄆ一ㄣ;fengshuichanpin
中文家教班;ㄓㄨㄥㄨㄣㄐ一ㄚㄐ一ㄠㄅㄢ;zhongwenjiajiaoban
商店裝修;ㄕㄤㄉ一ㄢㄓㄨㄤㄒ一ㄡ;shangdianzhuangxiu
天天藍游泳池;ㄊ一ㄢㄊ一ㄢㄌㄚ一ㄡㄩㄥㄔ,ㄊ一ㄢㄊ一ㄢㄌㄢ一ㄡㄩㄥㄔ;tiantianlanyouyongchi,tiantianlayouyongchi
環保海報;ㄏㄨㄢㄅㄠㄏㄞㄅㄠ;huanbaohaibao
電氣安裝;ㄉ一ㄢㄑ一ㄢㄓㄨㄤ;dianqianzhuang
王竣鴻牙醫師－濟生牙科診所;ㄨㄤㄐㄩㄣㄏㄨㄥ一ㄚ一ㄕ－ㄐ一ㄕㄥ一ㄚㄎㄜㄓㄣㄙㄨㄛ;wangjunhongyayishi－jishengyakezhensuo
鴻源熱水器;ㄏㄨㄥㄩㄢㄖㄜㄕㄨㄟㄑ一;hongyuanreshuiqi
美髪造型;ㄇㄟ髪ㄗㄠㄒ一ㄥ;mei髪zaoxing
臉部護理;ㄌ一ㄢㄅㄨㄏㄨㄌ一;lianbuhuli
保健中心;ㄅㄠㄐ一ㄢㄓㄨㄥㄒ一ㄣ;baojianzhongxin
腳外科;ㄐㄩㄝㄨㄞㄎㄜ,ㄐ一ㄠㄨㄞㄎㄜ;juewaike,jiaowaike
勞工勞資糾紛;ㄌㄠㄍㄨㄥㄌㄠㄗㄐ一ㄡㄈㄣ;laogonglaozijiufen
建築結構檢查;ㄐ一ㄢㄓㄨㄐ一ㄝㄍㄡㄐ一ㄢㄔㄚ,ㄐ一ㄢㄓㄨㄐ一ㄝㄍㄡㄐ一ㄢㄓㄚ;jianzhujiegoujianzha,jianzhujiegoujiancha
弱視;ㄖㄨㄛㄕ;ruoshi
房地產管理;ㄈㄤㄉ一ㄔㄢㄍㄨㄢㄌ一,ㄈㄤㄉㄜㄔㄢㄍㄨㄢㄌ一;fangdechanguanli,fangdichanguanli
戒烟液;ㄐ一ㄝ一ㄢ一ㄝ;jieyanye
房屋管理;ㄈㄤㄨㄍㄨㄢㄌ一;fangwuguanli
萍專業睫毛嫁接‧護膚中心;ㄆ一ㄥㄓㄨㄢ一ㄝㄐ一ㄝㄇㄠㄐ一ㄚㄐ一ㄝ‧ㄏㄨㄈㄨㄓㄨㄥㄒ一ㄣ;pingzhuanyejiemaojiajie‧hufuzhongxin
學位證書;ㄒㄩㄝㄨㄟㄓㄥㄕㄨ;xueweizhengshu
大昌貿易公司-嘉頓餅乾;ㄉㄚㄔㄤㄇㄠ一ㄍㄨㄥㄙㄥㄐ一ㄚㄉㄨㄣㄅ一ㄥㄍㄢ,ㄉㄚㄔㄤㄇㄠ一ㄍㄨㄥㄙㄥㄐ一ㄚㄉㄨㄣㄅ一ㄥㄑ一ㄢ,ㄉㄞㄔㄤㄇㄠ一ㄍㄨㄥㄙㄥㄐ一ㄚㄉㄨㄣㄅ一ㄥㄍㄢ,ㄉㄞㄔㄤㄇㄠ一ㄍㄨㄥㄙㄥㄐ一ㄚㄉㄨㄣㄅ一ㄥㄑ一ㄢ;daichangmaoyigongsiengjiadunbinggan,daichangmaoyigongsiengjiadunbingqian,dachangmaoyigongsiengjiadunbinggan,dachangmaoyigongsiengjiadunbingqian
演奏吉他;一ㄢㄗㄡㄐ一ㄊㄚ;yanzoujita
兒童辨識卡;ㄦㄊㄨㄥㄅ一ㄢㄕㄎㄚ,ㄦㄊㄨㄥㄅ一ㄢㄕㄑ一ㄚ,ㄦㄊㄨㄥㄅ一ㄢㄓㄎㄚ,ㄦㄊㄨㄥㄅ一ㄢㄓㄑ一ㄚ,ㄦㄊㄨㄥㄅㄢㄕㄎㄚ,ㄦㄊㄨㄥㄅㄢㄕㄑ一ㄚ,ㄦㄊㄨㄥㄅㄢㄓㄎㄚ,ㄦㄊㄨㄥㄅㄢㄓㄑ一ㄚ;ertongbanzhika,ertongbanzhiqia,ertongbanshika,ertongbanshiqia,ertongbianzhika,ertongbianzhiqia,ertongbianshika,ertongbianshiqia
學歷證明;ㄒㄩㄝㄌ一ㄓㄥㄇ一ㄥ;xuelizhengming
鑽石吧溫馨托幼中心;ㄗㄨㄢㄉㄢㄅㄚㄨㄣㄒ一ㄣㄊㄨㄛ一ㄡㄓㄨㄥㄒ一ㄣ,ㄗㄨㄢㄕㄅㄚㄨㄣㄒ一ㄣㄊㄨㄛ一ㄡㄓㄨㄥㄒ一ㄣ;zuanshibawenxintuoyouzhongxin,zuandanbawenxintuoyouzhongxin
語音即時對話;ㄩ一ㄣㄐ一ㄕㄉㄨㄟㄏㄨㄚ;yuyinjishiduihua
電話交換機;ㄉ一ㄢㄏㄨㄚㄐ一ㄠㄏㄨㄢㄐ一;dianhuajiaohuanji
新天地五金商店;ㄒ一ㄣㄊ一ㄢㄉ一ㄨㄐ一ㄣㄕㄤㄉ一ㄢ,ㄒ一ㄣㄊ一ㄢㄉㄜㄨㄐ一ㄣㄕㄤㄉ一ㄢ;xintiandewujinshangdian,xintiandiwujinshangdian
投資資金規劃;ㄊㄡㄗㄗㄐ一ㄣㄍㄨㄟㄏㄨㄚ;touzizijinguihua
金華樓海鮮酒家;ㄐ一ㄣㄏㄨㄚㄌㄡㄏㄞㄒ一ㄢㄐ一ㄡㄐ一ㄚ;jinhualouhaixianjiujia
全美初高中數學競賽;ㄑㄩㄢㄇㄟㄔㄨㄍㄠㄓㄨㄥㄕㄨㄚㄒㄩㄝㄐ一ㄥㄙㄞ,ㄑㄩㄢㄇㄟㄔㄨㄍㄠㄓㄨㄥㄕㄨㄒㄩㄝㄐ一ㄥㄙㄞ;quanmeichugaozhongshuoxuejingsai,quanmeichugaozhongshuxuejingsai
珠寶保全;ㄓㄨㄅㄠㄅㄠㄑㄩㄢ;zhubaobaoquan
根管治療;ㄍㄣㄍㄨㄢㄓㄌ一ㄠ;genguanzhiliao
志工招募;ㄓㄍㄨㄥㄓㄠㄇㄨ;zhigongzhaomu
玫瑰台式酒廊;ㄇㄟㄍㄨㄟㄊㄞㄕㄐ一ㄡㄌㄤ;meiguitaishijiulang
填補路面隙縫;ㄊ一ㄢㄅㄨㄌㄨㄇ一ㄢㄒ一ㄈㄥ;tianbulumianxifeng
商業招牌;ㄕㄤ一ㄝㄓㄠㄆㄞ;shangyezhaopai
老三古玩舖;ㄌㄠㄙㄢㄍㄨㄨㄢㄆㄨ;laosanguwanpu
抓碼;ㄓㄨㄚㄇㄚ;zhuama
骨灰盒;ㄍㄨㄏㄨㄟㄏㄜ;guhuihe
產品目錄;ㄔㄢㄆ一ㄣㄇㄨㄌㄨ;chanpinmulu
產品訴訟;ㄔㄢㄆ一ㄣㄙㄨㄙㄨㄥ;chanpinsusong
照片放大;ㄓㄠㄆ一ㄢㄈㄤㄉㄚ,ㄓㄠㄆ一ㄢㄈㄤㄉㄞ;zhaopianfangdai,zhaopianfangda
顏色;一ㄢㄕㄞ,一ㄢㄙㄜ;yanshai,yanse
州農保險─巴爾勒;ㄓㄡㄋㄨㄥㄅㄠㄒ一ㄢ─ㄅㄚㄦㄌㄜ,ㄓㄡㄋㄨㄥㄅㄠㄒ一ㄢ─ㄅㄚㄦㄌㄟ;zhounongbaoxian─baerlei,zhounongbaoxian─baerle
成功汽車駕駛交通違規學校;ㄔㄥㄍㄨㄥㄑ一ㄔㄜㄐ一ㄚㄕㄐ一ㄠㄊㄨㄥㄨㄟㄍㄨㄟㄒㄩㄝㄐ一ㄠ,ㄔㄥㄍㄨㄥㄑ一ㄔㄜㄐ一ㄚㄕㄐ一ㄠㄊㄨㄥㄨㄟㄍㄨㄟㄒㄩㄝㄒ一ㄠ,ㄔㄥㄍㄨㄥㄑ一ㄐㄩㄐ一ㄚㄕㄐ一ㄠㄊㄨㄥㄨㄟㄍㄨㄟㄒㄩㄝㄐ一ㄠ,ㄔㄥㄍㄨㄥㄑ一ㄐㄩㄐ一ㄚㄕㄐ一ㄠㄊㄨㄥㄨㄟㄍㄨㄟㄒㄩㄝㄒ一ㄠ;chenggongqijujiashijiaotongweiguixuexiao,chenggongqijujiashijiaotongweiguixuejiao,chenggongqichejiashijiaotongweiguixuexiao,chenggongqichejiashijiaotongweiguixuejiao
身份轉換;ㄕㄣㄅ一ㄣㄓㄨㄢㄏㄨㄢ,ㄕㄣㄈㄣㄓㄨㄢㄏㄨㄢ;shenbinzhuanhuan,shenfenzhuanhuan
反咬合;ㄈㄢ一ㄠㄍㄜ,ㄈㄢ一ㄠㄏㄜ;fanyaoge,fanyaohe
美麗殿堂美容瘦身中心;ㄇㄟㄌ一ㄉ一ㄢㄊㄤㄇㄟㄖㄨㄥㄕㄡㄕㄣㄓㄨㄥㄒ一ㄣ;meilidiantangmeirongshoushenzhongxin
人参;ㄖㄣㄙㄢ,ㄖㄣㄕㄣ,ㄖㄣㄘㄢ;renshen,rencan,rensan
白內障;ㄅㄞㄋㄟㄓㄤ;baineizhang
按摩版畫;ㄢㄇㄛㄅㄢㄏㄨㄚ;anmobanhua
法律顧問;ㄈㄚㄌㄩㄍㄨㄨㄣ;falvguwen
聯美公證‧翻譯服務;ㄌ一ㄢㄇㄟㄍㄨㄥㄓㄥ‧ㄈㄢ一ㄈㄨㄨ,ㄌ一ㄢㄇㄟㄍㄨㄥㄓㄥ‧ㄈㄢ一ㄅ一ㄨ;lianmeigongzheng‧fanyibiwu,lianmeigongzheng‧fanyifuwu
紋唇線;ㄨㄣㄔㄨㄣㄒ一ㄢ;wenchunxian
加州公證執照班;ㄐ一ㄚㄓㄡㄍㄨㄥㄓㄥㄓㄓㄠㄅㄢ;jiazhougongzhengzhizhaoban
李居明幸運居風水物品中心;ㄌ一ㄐㄩㄇ一ㄥㄒ一ㄥㄩㄣㄐㄩㄈㄥㄕㄨㄟㄨㄆ一ㄣㄓㄨㄥㄒ一ㄣ;lijumingxingyunjufengshuiwupinzhongxin
修理吸塵器;ㄒ一ㄡㄌ一ㄒ一ㄔㄣㄑ一;xiulixichenqi
加州真佛宗法幢同修會;ㄐ一ㄚㄓㄡㄓㄣㄈㄨㄗㄨㄥㄈㄚㄔㄨㄤㄊㄨㄥㄒ一ㄡㄏㄨㄟ,ㄐ一ㄚㄓㄡㄓㄣㄈㄨㄗㄨㄥㄈㄚㄔㄨㄤㄊㄨㄥㄒ一ㄡㄎㄨㄞ,ㄐ一ㄚㄓㄡㄓㄣㄈㄛㄗㄨㄥㄈㄚㄔㄨㄤㄊㄨㄥㄒ一ㄡㄏㄨㄟ,ㄐ一ㄚㄓㄡㄓㄣㄈㄛㄗㄨㄥㄈㄚㄔㄨㄤㄊㄨㄥㄒ一ㄡㄎㄨㄞ;jiazhouzhenfuzongfachuangtongxiukuai,jiazhouzhenfuzongfachuangtongxiuhui,jiazhouzhenfozongfachuangtongxiukuai,jiazhouzhenfozongfachuangtongxiuhui
木百頁;ㄇㄨㄅㄞ一ㄝ;mubaiye
建築保險;ㄐ一ㄢㄓㄨㄅㄠㄒ一ㄢ;jianzhubaoxian
拆屋;ㄔㄞㄨ;chaiwu
店面買賣;ㄉ一ㄢㄇ一ㄢㄇㄞㄇㄞ;dianmianmaimai
牙齒險;一ㄚㄔㄒ一ㄢ;yachixian
防盜保全;ㄈㄤㄉㄠㄅㄠㄑㄩㄢ;fangdaobaoquan
水晶藝品;ㄕㄨㄟㄐ一ㄥ一ㄆ一ㄣ;shuijingyipin
長堤針灸中醫診所─麥濟民醫師;ㄓㄤㄉ一ㄓㄣㄐ一ㄡㄓㄨㄥ一ㄓㄣㄙㄨㄛ─ㄇㄞㄐ一ㄇ一ㄣ一ㄕ,ㄔㄤㄉ一ㄓㄣㄐ一ㄡㄓㄨㄥ一ㄓㄣㄙㄨㄛ─ㄇㄞㄐ一ㄇ一ㄣ一ㄕ;changdizhenjiuzhongyizhensuo─maijiminyishi,zhangdizhenjiuzhongyizhensuo─maijiminyishi
包子生產線;ㄅㄠㄗㄕㄥㄔㄢㄒ一ㄢ;baozishengchanxian
豪客汽車─賓利特;ㄏㄠㄎㄜㄑ一ㄔㄜ─ㄅ一ㄣㄌ一ㄊㄜ,ㄏㄠㄎㄜㄑ一ㄐㄩ─ㄅ一ㄣㄌ一ㄊㄜ;haokeqiju─binlite,haokeqiche─binlite
金地毯窗簾設計公司;ㄐ一ㄣㄉ一ㄊㄢㄔㄨㄤㄌ一ㄢㄕㄜㄐ一ㄍㄨㄥㄙ,ㄐ一ㄣㄉㄜㄊㄢㄔㄨㄤㄌ一ㄢㄕㄜㄐ一ㄍㄨㄥㄙ;jindetanchuanglianshejigongsi,jinditanchuanglianshejigongsi
賴貞諭聯合牙醫診所;ㄌㄞㄓㄣㄩㄌ一ㄢㄍㄜ一ㄚ一ㄓㄣㄙㄨㄛ,ㄌㄞㄓㄣㄩㄌ一ㄢㄏㄜ一ㄚ一ㄓㄣㄙㄨㄛ;laizhenyuliangeyayizhensuo,laizhenyulianheyayizhensuo
購買二手車;ㄍㄡㄇㄞㄦㄕㄡㄔㄜ,ㄍㄡㄇㄞㄦㄕㄡㄐㄩ;goumaiershouju,goumaiershouche
萬民燒腊麵家;ㄨㄢㄇ一ㄣㄕㄠㄌㄚㄇ一ㄢㄐ一ㄚ;wanminshaolamianjia
羅蘭崗專業翻譯中心;ㄌㄨㄛㄌㄢㄍㄤㄓㄨㄢ一ㄝㄈㄢ一ㄓㄨㄥㄒ一ㄣ;luolangangzhuanyefanyizhongxin
引擎翻新;一ㄣㄑ一ㄥㄈㄢㄒ一ㄣ;yinqingfanxin
美國靈草百消丹;ㄇㄟㄍㄨㄛㄌ一ㄥㄘㄠㄅㄞㄒ一ㄠㄉㄢ;meiguolingcaobaixiaodan
會計製度;ㄏㄨㄟㄐ一ㄓㄉㄨ,ㄎㄨㄞㄐ一ㄓㄉㄨ;kuaijizhidu,huijizhidu
天天蔘茸行;ㄊ一ㄢㄊ一ㄢ蔘ㄖㄨㄥㄒ一ㄥ,ㄊ一ㄢㄊ一ㄢ蔘ㄖㄨㄥㄏㄤ;tiantian蔘rongxing,tiantian蔘ronghang
潰瘍性結腸炎;ㄎㄨㄟ一ㄤㄒ一ㄥㄐ一ㄝㄔㄤ一ㄢ;kuiyangxingjiechangyan
寶金社;ㄅㄠㄐ一ㄣㄕㄜ;baojinshe
招牌設計招牌;ㄓㄠㄆㄞㄕㄜㄐ一ㄓㄠㄆㄞ;zhaopaishejizhaopai
元韓國燒烤;ㄩㄢㄏㄢㄍㄨㄛㄕㄠㄎㄠ;yuanhanguoshaokao
馬口鐵罐回收;ㄇㄚㄎㄡㄊ一ㄝㄍㄨㄢㄏㄨㄟㄕㄡ;makoutieguanhuishou
168房地產公司─JASON王;168ㄈㄤㄉ一ㄔㄢㄍㄨㄥㄙ─JASONㄨㄤ,168ㄈㄤㄉㄜㄔㄢㄍㄨㄥㄙ─JASONㄨㄤ;168fangdechangongsi─JASONwang,168fangdichangongsi─JASONwang
破產申請估價;ㄆㄛㄔㄢㄕㄣㄑ一ㄥㄍㄨㄐ一ㄚ;pochanshenqinggujia
天主教安養院;ㄊ一ㄢㄓㄨㄐ一ㄠㄢ一ㄤㄩㄢ;tianzhujiaoanyangyuan
婚姻失和;ㄏㄨㄣ一ㄣㄕㄏㄨㄛ,ㄏㄨㄣ一ㄣㄕㄏㄢ,ㄏㄨㄣ一ㄣㄕㄏㄜ;hunyinshihuo,hunyinshihan,hunyinshihe
手推玻璃門;ㄕㄡㄊㄨㄟㄅㄛㄌ一ㄇㄣ;shoutuibolimen
腰背痛;一ㄠㄅㄟㄊㄨㄥ;yaobeitong
經絡面部拔筋;ㄐ一ㄥㄌㄠㄇ一ㄢㄅㄨㄅㄟㄐ一ㄣ,ㄐ一ㄥㄌㄠㄇ一ㄢㄅㄨㄅㄚㄐ一ㄣ,ㄐ一ㄥㄌㄨㄛㄇ一ㄢㄅㄨㄅㄟㄐ一ㄣ,ㄐ一ㄥㄌㄨㄛㄇ一ㄢㄅㄨㄅㄚㄐ一ㄣ;jinglaomianbubeijin,jinglaomianbubajin,jingluomianbubeijin,jingluomianbubajin
住房;ㄓㄨㄈㄤ;zhufang
貸款分析;ㄉㄞㄎㄨㄢㄈㄣㄒ一;daikuanfenxi
聖地牙哥五金行;ㄕㄥㄉ一一ㄚㄍㄜㄨㄐ一ㄣㄒ一ㄥ,ㄕㄥㄉ一一ㄚㄍㄜㄨㄐ一ㄣㄏㄤ,ㄕㄥㄉㄜ一ㄚㄍㄜㄨㄐ一ㄣㄒ一ㄥ,ㄕㄥㄉㄜ一ㄚㄍㄜㄨㄐ一ㄣㄏㄤ;shengdeyagewujinxing,shengdeyagewujinhang,shengdiyagewujinxing,shengdiyagewujinhang
華夏貸款‧物業管理;ㄏㄨㄚㄒ一ㄚㄉㄞㄎㄨㄢ‧ㄨ一ㄝㄍㄨㄢㄌ一;huaxiadaikuan‧wuyeguanli
孜然雞架;ㄗㄖㄢㄐ一ㄐ一ㄚ;ziranjijia
美容學院;ㄇㄟㄖㄨㄥㄒㄩㄝㄩㄢ;meirongxueyuan
波士頓牙科診所;ㄅㄟㄕㄉㄨㄣ一ㄚㄎㄜㄓㄣㄙㄨㄛ,ㄅ一ㄕㄉㄨㄣ一ㄚㄎㄜㄓㄣㄙㄨㄛ,ㄅㄛㄕㄉㄨㄣ一ㄚㄎㄜㄓㄣㄙㄨㄛ;boshidunyakezhensuo,bishidunyakezhensuo,beishidunyakezhensuo
喪禮事宜;ㄙㄤㄌ一ㄕ一;sanglishiyi
